REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,PERCENT POSITIVE,A (H1),A (Unable to Subtype),A (H3),2009 H1N1,A (Subtyping not Performed),B,H3N2v
National,X,2006,24,1267,1.973164957,3,0,0,0,11,11,0
National,X,2006,25,1178,1.188455008,2,0,0,0,2,10,0
National,X,2006,26,1017,1.179941003,3,0,1,0,2,6,0
National,X,2006,27,907,0.882028666,2,0,0,0,4,2,0
National,X,2006,28,914,0.765864333,0,0,1,0,6,0,0
National,X,2006,29,917,1.199563795,0,0,0,0,9,2,0
National,X,2006,30,863,1.969872538,6,0,1,0,8,2,0
National,X,2006,31,943,2.120890774,3,0,0,0,16,1,0
National,X,2006,32,899,1.334816463,1,0,0,0,9,2,0
National,X,2006,33,862,1.392111369,3,0,0,0,7,2,0
National,X,2006,34,898,1.670378619,3,0,0,0,9,3,0
National,X,2006,35,907,1.874310915,5,0,0,0,8,4,0
National,X,2006,36,881,1.475595914,5,0,0,0,8,0,0
National,X,2006,37,1067,2.905342081,13,0,0,0,17,1,0
National,X,2006,38,996,3.514056225,22,0,0,0,11,2,0
National,X,2006,39,971,2.98661174,13,0,0,0,13,3,0
National,X,2006,40,2309,2.425292334,13,0,2,0,26,15,0
National,X,2006,41,2502,2.677857714,20,0,1,0,37,9,0
National,X,2006,42,2900,2.75862069,17,0,4,0,37,22,0
National,X,2006,43,3237,2.594995366,13,0,2,0,46,23,0
National,X,2006,44,3765,3.79814077,25,0,1,0,75,42,0
National,X,2006,45,4262,3.636790239,18,0,1,0,93,43,0
National,X,2006,46,4525,2.939226519,25,0,2,0,74,32,0
National,X,2006,47,4538,3.547818422,21,0,2,0,110,28,0
National,X,2006,48,5642,3.704360156,43,0,1,0,111,54,0
National,X,2006,49,5805,4.547803618,55,0,2,0,145,62,0
National,X,2006,50,6686,8.09153455,106,0,9,0,306,120,0
National,X,2006,51,7083,10.29224905,194,0,10,0,392,133,0
National,X,2006,52,6777,10.38807732,201,0,14,0,366,123,0
National,X,2007,1,6711,6.973625391,128,0,14,0,240,86,0
National,X,2007,2,6430,9.237947123,180,0,35,0,293,86,0
National,X,2007,3,6200,11.58064516,174,0,44,0,420,80,0
National,X,2007,4,7200,18.19444444,310,0,86,0,760,154,0
National,X,2007,5,8261,22.38227817,367,0,107,0,1172,203,0
National,X,2007,6,8986,28.17716448,497,0,133,0,1491,411,0
National,X,2007,7,9780,25.79754601,430,0,133,0,1544,416,0
National,X,2007,8,9947,23.79611943,297,0,156,0,1388,526,0
National,X,2007,9,8634,22.57354644,201,0,192,0,1006,550,0
National,X,2007,10,7848,20.24719674,169,0,199,0,751,470,0
National,X,2007,11,6928,19.52944573,147,0,207,0,569,430,0
National,X,2007,12,6460,16.87306502,65,0,165,0,491,369,0
National,X,2007,13,5558,13.76394386,59,0,173,0,322,211,0
National,X,2007,14,4698,11.0259685,33,0,101,0,228,156,0
National,X,2007,15,4243,12.13763846,31,0,186,0,158,140,0
National,X,2007,16,3857,9.670728546,28,0,126,0,138,81,0
National,X,2007,17,3015,9.751243781,21,0,119,0,86,68,0
National,X,2007,18,3006,6.753160346,15,0,81,0,51,56,0
National,X,2007,19,2531,4.978269459,7,0,38,0,43,38,0
National,X,2007,20,2341,3.929944468,3,0,23,0,39,27,0
National,X,2007,21,1944,4.320987654,4,0,32,0,34,14,0
National,X,2007,22,1696,1.768867925,2,0,7,0,12,9,0
National,X,2007,23,1670,1.19760479,1,0,5,0,10,4,0
National,X,2007,24,1529,1.700457816,0,0,6,0,13,7,0
National,X,2007,25,1300,0.615384615,3,0,1,0,2,2,0
National,X,2007,26,1278,1.17370892,0,0,1,0,10,4,0
National,X,2007,27,1121,1.605709188,2,0,3,0,8,5,0
National,X,2007,28,1195,1.924686192,4,0,8,0,9,2,0
National,X,2007,29,1154,1.386481802,4,0,3,0,8,1,0
National,X,2007,30,1165,3.175965665,14,0,7,0,14,2,0
National,X,2007,31,1217,1.972062449,2,0,6,0,14,2,0
National,X,2007,32,1157,2.938634399,11,0,5,0,14,4,0
National,X,2007,33,1120,1.696428571,7,0,2,0,10,0,0
National,X,2007,34,1170,1.965811966,1,0,0,0,21,1,0
National,X,2007,35,1204,2.491694352,10,0,0,0,13,7,0
National,X,2007,36,1093,2.1957914,10,0,0,0,14,0,0
National,X,2007,37,1228,2.442996743,14,0,1,0,8,7,0
National,X,2007,38,954,3.144654088,11,0,1,0,15,3,0
National,X,2007,39,1052,1.901140684,3,0,1,0,16,0,0
National,X,2007,40,2381,1.847963041,17,0,2,0,20,5,0
National,X,2007,41,2534,1.736385162,19,0,3,0,22,0,0
National,X,2007,42,2953,1.625465628,16,0,2,0,28,2,0
National,X,2007,43,3179,1.572821642,16,0,2,0,27,5,0
National,X,2007,44,3575,2.06993007,10,0,0,0,53,11,0
National,X,2007,45,3797,2.238609428,17,0,10,0,47,11,0
National,X,2007,46,4131,2.106027596,24,0,6,0,55,2,0
National,X,2007,47,4040,3.465346535,35,0,2,0,90,13,0
National,X,2007,48,4855,3.316168898,49,0,12,0,86,14,0
National,X,2007,49,4909,3.666734569,35,0,10,0,113,22,0
National,X,2007,50,5157,4.169090557,50,0,22,0,117,26,0
National,X,2007,51,5877,5.342862004,68,0,28,0,167,51,0
National,X,2007,52,6269,7.146275323,77,0,26,0,259,86,0
National,X,2008,1,6829,8.551764534,98,0,61,0,318,107,0
National,X,2008,2,7383,13.58526344,166,0,145,0,529,163,0
National,X,2008,3,7814,16.80317379,196,0,205,0,703,209,0
National,X,2008,4,9474,22.7147984,210,0,385,0,1215,342,0
National,X,2008,5,13459,28.46422468,243,0,627,0,2301,660,0
National,X,2008,6,15342,31.74944597,265,0,841,0,2835,930,0
National,X,2008,7,15171,31.81728297,202,0,837,0,2703,1085,0
National,X,2008,8,17359,30.39921654,189,0,975,0,2730,1383,0
National,X,2008,9,16097,27.65111511,121,0,823,0,2095,1412,0
National,X,2008,10,15181,23.68091694,73,0,630,0,1505,1387,0
National,X,2008,11,11648,22.01236264,69,0,484,0,916,1095,0
National,X,2008,12,9498,20.39376711,43,0,395,0,596,903,0
National,X,2008,13,7800,17.78205128,13,0,178,0,419,777,0
National,X,2008,14,6183,14.53986738,12,0,110,0,266,511,0
National,X,2008,15,5285,11.76915799,6,0,56,0,144,416,0
National,X,2008,16,4103,8.505971241,0,0,32,0,83,234,0
National,X,2008,17,3556,5.3712036,5,0,11,0,44,131,0
National,X,2008,18,2724,4.625550661,1,0,9,0,37,79,0
National,X,2008,19,2539,2.560063017,0,0,10,0,12,43,0
National,X,2008,20,2414,1.574150787,0,0,4,0,14,20,0
National,X,2008,21,2115,1.371158392,1,0,4,0,9,15,0
National,X,2008,22,1927,0.985988583,0,0,2,0,7,10,0
National,X,2008,23,1850,0.918918919,0,0,1,0,11,5,0
National,X,2008,24,1502,0.798934754,0,0,0,0,5,7,0
National,X,2008,25,1467,0.477164281,0,0,2,0,3,2,0
National,X,2008,26,1325,0.452830189,0,0,0,0,0,6,0
National,X,2008,27,1203,0.332502078,0,0,0,0,1,3,0
National,X,2008,28,1269,0.472813239,1,0,1,0,0,4,0
National,X,2008,29,1203,0.332502078,0,0,0,0,2,2,0
National,X,2008,30,1163,0.859845228,1,0,5,0,4,0,0
National,X,2008,31,1125,0.622222222,0,0,1,0,2,4,0
National,X,2008,32,1102,0.635208711,1,0,0,0,5,1,0
National,X,2008,33,1053,0.094966762,0,0,0,0,0,1,0
National,X,2008,34,1090,0.550458716,1,0,1,0,1,3,0
National,X,2008,35,1271,0.393391031,0,0,0,0,2,3,0
National,X,2008,36,1336,0.449101796,1,0,0,0,5,0,0
National,X,2008,37,1562,0.704225352,0,0,2,0,7,2,0
National,X,2008,38,1886,1.060445387,3,0,3,0,11,3,0
National,X,2008,39,2009,0.597312096,2,0,0,0,8,2,0
National,X,2008,40,2759,0.616165277,3,0,0,0,8,6,0
National,X,2008,41,2874,0.800278358,5,0,4,0,8,6,0
National,X,2008,42,2937,1.2597889,13,0,3,0,15,6,0
National,X,2008,43,3434,1.776354106,22,0,0,0,24,15,0
National,X,2008,44,3545,1.212976023,13,0,3,0,21,6,0
National,X,2008,45,4154,1.709195956,33,0,3,0,23,12,0
National,X,2008,46,4418,1.403349932,25,0,2,0,23,12,0
National,X,2008,47,4739,1.772525849,25,0,1,0,32,26,0
National,X,2008,48,4836,2.253928867,40,0,1,0,48,20,0
National,X,2008,49,5598,2.268667381,45,0,6,0,58,18,0
National,X,2008,50,5989,3.155785607,68,0,10,0,69,42,0
National,X,2008,51,6301,4.332645612,81,0,19,0,113,60,0
National,X,2008,52,6031,4.72558448,70,0,14,0,156,45,0
National,X,2008,53,6592,5.537014563,119,0,19,0,177,50,0
National,X,2009,1,6981,8.437186649,176,0,35,0,299,79,0
National,X,2009,2,6995,10.8649035,207,0,25,0,425,103,0
National,X,2009,3,7943,16.05186957,364,0,51,0,670,190,0
National,X,2009,4,9484,20.76128216,563,0,81,0,944,381,0
National,X,2009,5,11707,23.93439822,678,0,55,0,1382,687,0
National,X,2009,6,12691,25.26987629,835,0,68,0,1357,947,0
National,X,2009,7,11741,24.81049314,844,1,73,0,1064,931,0
National,X,2009,8,11912,24.53828073,707,0,58,0,1006,1152,0
National,X,2009,9,10970,24.34822242,549,0,69,0,885,1168,0
National,X,2009,10,9595,22.37623762,388,0,70,0,627,1062,0
National,X,2009,11,8628,20.54937413,358,0,63,0,433,919,0
National,X,2009,12,7343,16.73702846,268,0,45,0,285,631,0
National,X,2009,13,5778,13.8283143,122,0,27,0,178,472,0
National,X,2009,14,5095,10.65750736,102,1,35,0,129,276,0
National,X,2009,15,4674,7.188703466,39,1,29,0,82,185,0
National,X,2009,16,4219,7.679544916,43,4,37,14,113,113,0
National,X,2009,17,36203,12.46305555,702,195,935,1354,526,800,0
National,X,2009,18,34659,15.02351482,518,117,893,2484,709,486,0
National,X,2009,19,16820,18.08561237,155,88,298,1741,626,134,0
National,X,2009,20,15410,26.78780013,79,71,322,2796,767,93,0
National,X,2009,21,13483,33.48661277,34,27,304,3144,964,42,0
National,X,2009,22,13553,39.4820335,30,17,441,3967,872,24,0
National,X,2009,23,13762,41.6145909,29,18,268,4203,1194,15,0
National,X,2009,24,14264,43.04542905,15,22,221,4587,1286,9,0
National,X,2009,25,12117,36.18057275,9,33,76,3267,993,6,0
National,X,2009,26,10913,31.77861266,13,23,41,2637,747,7,0
National,X,2009,27,10713,32.0358443,1,12,45,2753,614,7,0
National,X,2009,28,9808,27.53874388,3,24,29,2123,519,3,0
National,X,2009,29,8646,27.11080268,4,17,16,1901,403,3,0
National,X,2009,30,9184,27.55879791,4,24,11,1990,498,4,0
National,X,2009,31,8424,23.67046534,10,18,7,1471,486,2,0
National,X,2009,32,8572,22.55016332,9,8,8,1462,441,5,0
National,X,2009,33,10003,24.36269119,9,11,18,1905,493,1,0
National,X,2009,34,11636,22.02646958,12,16,15,1792,713,15,0
National,X,2009,35,13008,22.28628536,10,17,11,1798,1062,1,0
National,X,2009,36,14896,24.00644468,4,8,6,2132,1416,10,0
National,X,2009,37,16682,25.59045678,4,10,1,2456,1794,4,0
National,X,2009,38,16820,26.99167658,4,24,6,2614,1881,11,0
National,X,2009,39,15419,31.98002464,8,24,4,3456,1427,12,0
National,X,2009,40,23980,33.53628023,1,18,2,6178,1822,21,0
National,X,2009,41,29005,37.57627995,2,18,0,8858,2003,18,0
National,X,2009,42,31511,39.37989908,4,27,5,10050,2291,32,0
National,X,2009,43,28104,35.57500712,1,39,2,7968,1971,17,0
National,X,2009,44,24986,30.92531818,5,21,2,6208,1467,24,0
National,X,2009,45,21788,27.61152928,2,21,2,4812,1165,14,0
National,X,2009,46,18493,19.61823393,1,21,0,2848,746,12,0
National,X,2009,47,13301,14.56281483,1,9,3,1474,445,5,0
National,X,2009,48,13134,10.73549566,1,9,0,1048,322,30,0
National,X,2009,49,11364,7.638155579,1,7,3,630,211,16,0
National,X,2009,50,10494,6.441776253,0,6,3,496,158,13,0
National,X,2009,51,8622,4.952447228,3,1,0,273,146,4,0
National,X,2009,52,9617,4.866382448,0,1,1,311,146,9,0
National,X,2010,1,9456,4.008037225,0,3,1,272,92,11,0
National,X,2010,2,8753,4.764080887,1,2,3,272,128,11,0
National,X,2010,3,8468,5.632971186,0,2,1,324,149,1,0
National,X,2010,4,8378,5.108617809,0,0,3,282,134,9,0
National,X,2010,5,8243,5.155889846,0,0,0,307,108,10,0
National,X,2010,6,8099,4.556118039,1,0,0,250,109,9,0
National,X,2010,7,8375,4.776119403,0,0,0,281,112,7,0
National,X,2010,8,8074,5.424820411,0,0,1,335,99,3,0
National,X,2010,9,7514,6.135214267,0,0,0,353,102,6,0
National,X,2010,10,7502,6.611570248,0,0,0,364,119,13,0
National,X,2010,11,6485,5.705474171,0,0,1,262,103,4,0
National,X,2010,12,5654,4.421648391,0,0,1,180,58,11,0
National,X,2010,13,5246,4.346168509,0,0,1,166,55,6,0
National,X,2010,14,4716,2.756573367,0,0,1,102,26,1,0
National,X,2010,15,4095,2.051282051,0,0,2,60,14,8,0
National,X,2010,16,3740,1.256684492,0,0,2,20,12,13,0
National,X,2010,17,3660,0.710382514,0,0,0,17,5,4,0
National,X,2010,18,3117,0.802053256,0,0,1,18,3,3,0
National,X,2010,19,2891,0.62262193,0,0,2,6,6,4,0
National,X,2010,20,2903,0.516706855,0,1,1,7,3,3,0
National,X,2010,21,2689,0.18594273,0,0,0,0,3,2,0
National,X,2010,22,2136,0.280898876,0,0,1,3,0,2,0
National,X,2010,23,2163,0.27739251,0,0,1,1,1,3,0
National,X,2010,24,2033,0.442695524,0,0,4,1,1,3,0
National,X,2010,25,1987,0.402617011,0,0,4,3,1,0,0
National,X,2010,26,1820,0.21978022,0,0,1,1,1,1,0
National,X,2010,27,1636,0.305623472,0,0,4,1,0,0,0
National,X,2010,28,1620,0.679012346,0,0,7,2,0,2,0
National,X,2010,29,1606,0.498132005,0,0,2,3,0,3,0
National,X,2010,30,1686,1.364175563,0,0,13,1,4,5,0
National,X,2010,31,1520,1.052631579,0,0,9,4,2,1,0
National,X,2010,32,1676,1.730310263,0,0,10,7,2,10,0
National,X,2010,33,1790,1.061452514,0,0,11,5,0,3,0
National,X,2010,34,1967,2.033553635,0,0,18,10,6,6,0
National,X,2010,35,2212,1.265822785,0,0,14,7,3,4,0
National,X,2010,36,2336,1.54109589,0,0,16,9,7,4,0
National,X,2010,37,2698,1.853224611,1,0,31,5,7,6,0
National,X,2010,38,2960,1.621621622,0,0,30,0,9,9,0
National,X,2010,39,2988,1.338688086,0,0,20,2,8,10,0
National,X,2010,40,3600,2.138888889,0,0,18,7,29,23,0
National,X,2010,41,4006,3.195207189,0,0,36,13,43,36,0
National,X,2010,42,4112,3.380350195,0,0,35,8,51,45,0
National,X,2010,43,4240,3.91509434,0,0,56,13,45,52,0
National,X,2010,44,4608,5.360243056,0,0,61,12,68,106,0
National,X,2010,45,5377,6.509205877,0,0,79,15,93,163,0
National,X,2010,46,5578,8.730727859,0,0,123,23,104,237,0
National,X,2010,47,5533,10.60907284,0,0,155,11,156,265,0
National,X,2010,48,5975,9.991631799,0,0,176,35,126,260,0
National,X,2010,49,6361,13.25263323,0,0,359,48,126,310,0
National,X,2010,50,7692,18.85075403,0,0,551,83,274,542,0
National,X,2010,51,8172,25.03671072,0,0,789,112,456,689,0
National,X,2010,52,9030,26.26799557,0,0,1015,197,512,648,0
National,X,2011,1,10441,25.17000287,0,0,1159,346,551,572,0
National,X,2011,2,10190,29.28361138,0,0,1216,557,626,585,0
National,X,2011,3,11067,33.52308665,0,0,1437,832,700,741,0
National,X,2011,4,12950,34.33976834,0,0,1524,1074,877,972,0
National,X,2011,5,13875,35.4018018,0,0,1481,1231,1073,1127,0
National,X,2011,6,14647,34.6623882,0,0,1488,1267,1145,1177,0
National,X,2011,7,16401,34.85153344,0,0,1570,1432,1360,1354,0
National,X,2011,8,15033,30.97851394,0,0,1235,1170,1048,1204,0
National,X,2011,9,12990,27.50577367,0,0,997,954,738,884,0
National,X,2011,10,11625,23.79354839,0,0,858,714,503,691,0
National,X,2011,11,9860,20.28397566,0,0,609,457,371,563,0
National,X,2011,12,8443,16.11986261,0,0,426,264,265,406,0
National,X,2011,13,7107,12.80427747,0,0,283,168,166,293,0
National,X,2011,14,6481,9.813300417,0,0,208,87,87,254,0
National,X,2011,15,5615,7.123775601,0,0,141,46,54,159,0
National,X,2011,16,4642,4.416199914,0,0,60,30,29,86,0
National,X,2011,17,3976,3.345070423,0,0,28,10,32,63,0
National,X,2011,18,3611,1.910828025,0,0,23,11,10,25,0
National,X,2011,19,3271,1.100580862,0,0,11,2,8,15,0
National,X,2011,20,3079,0.84443001,0,0,6,3,4,13,0
National,X,2011,21,2705,0.665434381,0,0,4,3,6,5,0
National,X,2011,22,2442,0.532350532,0,0,0,2,5,6,0
National,X,2011,23,2259,0.26560425,0,0,0,0,2,4,0
National,X,2011,24,2109,0.426742532,0,0,1,2,6,0,0
National,X,2011,25,1967,0.254194204,0,0,0,0,2,3,0
National,X,2011,26,1560,0.256410256,0,0,0,2,1,1,0
National,X,2011,27,1498,0.333778371,0,0,1,2,1,1,0
National,X,2011,28,1500,0.6,0,0,4,0,1,4,0
National,X,2011,29,1500,0.666666667,0,0,4,0,1,5,0
National,X,2011,30,1307,0.306044376,0,0,1,0,2,1,0
National,X,2011,31,1428,0.770308123,0,0,2,3,3,3,0
National,X,2011,32,1433,0.907187718,0,0,3,1,7,2,0
National,X,2011,33,1506,1.062416999,0,1,5,2,5,3,0
National,X,2011,34,1705,0.997067449,0,0,5,0,6,6,0
National,X,2011,35,1925,0.779220779,0,0,3,2,9,1,0
National,X,2011,36,2056,0.63229572,0,0,3,1,7,2,0
National,X,2011,37,2326,0.902837489,0,0,6,0,11,4,0
National,X,2011,38,2612,0.803981623,0,0,5,0,8,8,0
National,X,2011,39,2920,1.198630137,0,0,18,1,10,6,0
National,X,2011,40,3192,1.033834586,0,0,14,3,7,9,0
National,X,2011,41,3316,0.572979493,0,0,9,0,2,8,0
National,X,2011,42,3425,0.817518248,0,0,10,2,8,8,0
National,X,2011,43,3749,1.173646306,0,0,12,0,20,12,0
National,X,2011,44,4075,0.957055215,0,0,17,1,12,9,0
National,X,2011,45,4326,1.132686084,0,0,15,2,17,15,0
National,X,2011,46,4580,0.96069869,0,0,15,0,17,12,0
National,X,2011,47,4108,1.82570594,0,0,23,3,30,19,0
National,X,2011,48,4669,1.5420861,0,0,32,2,21,17,0
National,X,2011,49,4710,2.292993631,0,0,38,5,45,20,0
National,X,2011,50,4906,2.710966164,0,0,78,4,31,20,0
National,X,2011,51,5151,3.824500097,0,0,104,7,62,24,0
National,X,2011,52,5470,3.327239488,0,0,107,4,53,18,0
National,X,2012,1,5690,3.216168717,0,0,101,16,44,22,0
National,X,2012,2,5341,4.399925108,0,0,142,31,47,15,0
National,X,2012,3,5364,5.965697241,0,0,195,50,57,18,0
National,X,2012,4,5840,8.099315068,0,0,257,84,100,32,0
National,X,2012,5,6251,10.87825948,0,0,365,128,144,43,0
National,X,2012,6,6413,12.61500078,0,0,419,167,167,56,0
National,X,2012,7,7298,14.8396821,0,0,508,233,271,71,0
National,X,2012,8,7596,18.99684044,0,0,690,319,356,78,0
National,X,2012,9,8485,23.81850324,0,0,988,488,433,112,0
National,X,2012,10,8459,28.18300035,0,0,1232,538,491,123,0
National,X,2012,11,8822,30.7186579,0,0,1396,599,516,199,0
National,X,2012,12,7974,27.52696263,0,0,1086,445,427,237,0
National,X,2012,13,7450,21.55704698,0,0,719,311,332,244,0
National,X,2012,14,6695,22.07617625,0,0,629,266,308,275,0
National,X,2012,15,6304,20.44733503,0,0,591,188,212,298,0
National,X,2012,16,5689,20.6363157,0,0,540,119,201,314,0
National,X,2012,17,4980,17.26907631,0,0,361,74,151,274,0
National,X,2012,18,4522,15.98850066,0,0,299,53,119,252,0
National,X,2012,19,4061,15.16867767,0,0,229,33,88,266,0
National,X,2012,20,3811,13.32983469,0,0,162,23,69,254,0
National,X,2012,21,3729,11.15580585,0,0,76,11,69,260,0
National,X,2012,22,3347,10.90528832,0,0,78,3,56,228,0
National,X,2012,23,3055,9.590834697,0,0,45,7,44,197,0
National,X,2012,24,2898,9.972394755,0,0,52,2,56,179,0
National,X,2012,25,2529,6.761565836,0,0,36,2,30,103,0
National,X,2012,26,2255,6.740576497,0,0,17,0,22,113,0
National,X,2012,27,1970,4.720812183,0,0,15,1,18,59,0
National,X,2012,28,2052,4.580896686,0,0,33,4,15,41,1
National,X,2012,29,2100,3.666666667,0,0,18,0,11,48,0
National,X,2012,30,2048,5.126953125,0,0,49,2,13,32,9
National,X,2012,31,2161,9.486348913,0,0,65,1,11,33,95
National,X,2012,32,2294,7.54141238,0,0,62,1,12,25,73
National,X,2012,33,2501,6.717313075,0,0,69,6,14,27,52
National,X,2012,34,2705,4.177449168,0,0,48,6,21,23,15
National,X,2012,35,2746,3.058994902,0,0,37,1,15,19,12
National,X,2012,36,2914,3.054221002,0,0,34,1,17,32,5
National,X,2012,37,3280,2.225609756,0,0,16,0,11,44,2
National,X,2012,38,3501,3.084832905,0,0,43,5,18,42,0
National,X,2012,39,3649,3.590024664,0,0,42,7,18,64,0
National,X,2012,40,4513,3.789053844,0,0,73,9,11,78,0
National,X,2012,41,4914,3.927553928,0,0,67,7,24,95,0
National,X,2012,42,5249,5.810630596,0,0,131,4,48,122,0
National,X,2012,43,5306,6.558612891,0,0,152,3,52,141,0
National,X,2012,44,5406,7.86163522,0,0,188,4,79,154,0
National,X,2012,45,6446,9.757989451,0,0,277,5,116,231,0
National,X,2012,46,6721,13.36110698,0,0,404,8,217,267,2
National,X,2012,47,7433,18.41786627,0,0,591,7,407,364,0
National,X,2012,48,9333,22.38294225,0,0,1022,19,545,503,0
National,X,2012,49,12060,29.2039801,0,0,1787,39,1003,693,0
National,X,2012,50,14711,32.60825233,0,0,2662,53,1226,856,0
National,X,2012,51,16904,37.45267392,0,0,3703,55,1419,1154,0
National,X,2012,52,18139,37.87419373,0,0,3825,88,1758,1199,0
National,X,2013,1,19673,35.29710771,0,0,3723,95,1980,1146,0
National,X,2013,2,22224,34.2062635,0,0,4073,126,2166,1237,0
National,X,2013,3,20931,30.54321342,0,0,3232,127,1892,1142,0
National,X,2013,4,18668,29.57467324,0,0,2527,145,1660,1189,0
National,X,2013,5,16228,26.52206064,0,0,1952,143,1051,1158,0
National,X,2013,6,14491,22.73135049,0,0,1205,121,780,1188,0
National,X,2013,7,12691,20.88093925,0,0,844,78,534,1194,0
National,X,2013,8,11354,20.03699137,0,0,575,78,397,1225,0
National,X,2013,9,10504,18.72619954,0,0,417,60,309,1181,0
National,X,2013,10,10165,17.9144122,0,0,330,70,217,1204,0
National,X,2013,11,9559,16.9159954,0,0,212,49,201,1155,0
National,X,2013,12,8647,15.91303342,0,0,179,36,144,1017,0
National,X,2013,13,7722,14.45221445,0,0,124,41,98,853,0
National,X,2013,14,6782,13.93394279,0,0,121,30,107,687,0
National,X,2013,15,6198,10.82607293,0,0,69,48,65,489,0
National,X,2013,16,5575,8.753363229,0,0,79,30,47,332,0
National,X,2013,17,5095,7.674190383,0,0,60,34,48,249,0
National,X,2013,18,4919,6.586704615,0,0,55,18,29,222,0
National,X,2013,19,4473,5.410239213,0,0,36,13,27,166,0
National,X,2013,20,4102,4.46123842,0,0,24,11,22,126,0
National,X,2013,21,4097,4.369050525,0,0,21,15,20,123,0
National,X,2013,22,3587,4.209645944,0,0,14,14,28,95,0
National,X,2013,23,3576,3.859060403,0,0,13,14,29,82,0
National,X,2013,24,3254,3.93362016,0,0,12,21,32,63,0
National,X,2013,25,3227,3.997520917,0,0,12,29,31,55,2
National,X,2013,26,2999,3.23441147,0,0,5,34,24,28,6
National,X,2013,27,2579,3.257076386,0,0,14,17,24,25,4
National,X,2013,28,2653,3.769317753,0,0,30,23,33,14,0
National,X,2013,29,2504,2.955271565,0,0,13,21,25,14,1
National,X,2013,30,2316,2.936096718,0,0,11,20,26,10,1
National,X,2013,31,2549,3.49156532,0,0,14,23,30,20,2
National,X,2013,32,2494,3.127506014,0,0,11,28,27,12,0
National,X,2013,33,2304,2.777777778,0,0,3,16,33,12,0
National,X,2013,34,2560,2.34375,0,0,4,12,40,3,1
National,X,2013,35,3006,4.091816367,0,0,4,42,66,10,1
National,X,2013,36,3148,3.653113088,0,0,6,25,71,13,0
National,X,2013,37,3602,3.387007218,0,0,7,49,59,7,0
National,X,2013,38,3888,3.189300412,0,0,8,38,56,22,0
National,X,2013,39,4596,4.09051349,0,0,11,55,102,20,0
National,X,2013,40,4881,3.97459537,0,0,13,69,83,28,1
National,X,2013,41,5770,3.968804159,0,0,24,57,116,32,0
National,X,2013,42,5786,3.197372969,0,0,16,49,94,26,0
National,X,2013,43,5859,3.498890596,0,0,18,73,100,14,0
National,X,2013,44,6280,4.665605096,0,0,26,88,136,43,0
National,X,2013,45,6876,5.81733566,0,0,29,157,171,43,0
National,X,2013,46,7159,7.235647437,0,0,21,272,188,37,0
National,X,2013,47,7801,9.152672734,0,0,22,425,210,57,0
National,X,2013,48,7295,12.10418095,0,0,29,483,330,41,0
National,X,2013,49,10114,18.29147716,0,0,34,1021,726,69,0
National,X,2013,50,10789,20.826768,0,0,56,1324,815,52,0
National,X,2013,51,13937,28.33464878,0,0,51,2231,1600,67,0
National,X,2013,52,15677,31.16029853,0,0,47,3004,1741,93,0
National,X,2014,1,17684,29.30332504,0,0,84,3474,1536,88,0
National,X,2014,2,18159,27.7988876,0,0,106,3540,1311,91,0
National,X,2014,3,17397,26.82646433,0,0,126,3254,1156,131,0
National,X,2014,4,16388,24.3165731,0,0,132,2632,1036,185,0
National,X,2014,5,14550,20.43298969,0,0,93,1931,775,174,0
National,X,2014,6,12936,19.10946197,0,0,130,1567,557,218,0
National,X,2014,7,11632,16.70392022,0,0,102,1128,486,227,0
National,X,2014,8,11072,13.67413295,0,0,93,836,337,248,0
National,X,2014,9,10188,11.88653318,0,0,102,575,261,273,0
National,X,2014,10,9406,10.83351053,0,0,102,410,207,300,0
National,X,2014,11,8874,11.06603561,0,0,138,347,163,334,0
National,X,2014,12,8172,12.56730299,0,0,164,209,190,464,0
National,X,2014,13,7874,13.36042672,0,0,184,155,188,525,0
National,X,2014,14,7504,14.4989339,0,0,236,112,145,595,0
National,X,2014,15,7157,14.96437055,0,0,225,54,168,624,0
National,X,2014,16,6620,13.71601208,0,0,224,30,138,516,0
National,X,2014,17,6302,12.98000635,0,0,191,29,129,469,0
National,X,2014,18,5847,12.69026851,0,0,151,13,131,447,0
National,X,2014,19,5422,10.9738104,0,0,130,7,104,354,0
National,X,2014,20,5304,10.35067873,0,0,119,6,102,322,0
National,X,2014,21,4820,8.340248963,0,0,104,1,62,235,0
National,X,2014,22,4748,8.909014322,0,0,115,3,80,225,0
National,X,2014,23,4291,7.224423211,0,0,96,3,51,160,0
National,X,2014,24,4117,7.141122176,0,0,102,3,49,140,0
National,X,2014,25,3861,5.905205905,0,0,69,3,43,113,0
National,X,2014,26,3427,5.077327108,0,0,45,1,28,100,0
National,X,2014,27,3127,5.05276623,0,0,47,2,26,83,0
National,X,2014,28,3044,4.993429698,0,0,55,3,29,65,0
National,X,2014,29,3162,3.795066414,0,0,41,0,19,60,0
National,X,2014,30,3105,3.768115942,0,0,37,2,28,50,0
National,X,2014,31,2918,3.666895134,0,0,53,2,25,27,0
National,X,2014,32,2940,2.959183673,0,0,43,5,15,23,1
National,X,2014,33,3247,3.44933785,0,0,54,1,21,36,0
National,X,2014,34,3309,3.233605319,0,0,44,3,19,40,1
National,X,2014,35,3915,3.397190294,0,0,59,6,28,40,0
National,X,2014,36,4147,2.676633711,0,0,42,7,33,29,0
