p_id,gq_id,gq_type,sporder,age,sex
486728111,G110010092011C1,C,536,21,1
486728110,G110010092011C1,C,537,29,1
486728109,G110010092011C1,C,538,20,1
486728108,G110010092011C1,C,539,19,1
486728107,G110010092011C1,C,540,20,1
486728106,G110010092011C1,C,541,30,1
486728105,G110010092011C1,C,542,21,1
486728104,G110010092011C1,C,543,19,1
486728103,G110010092011C1,C,544,20,1
486728102,G110010092011C1,C,545,21,1
486728101,G110010092011C1,C,546,19,1
486728100,G110010092011C1,C,547,18,1
486728099,G110010092011C1,C,548,19,1
486728098,G110010092011C1,C,549,19,1
486728097,G110010092011C1,C,550,18,1
486728096,G110010092011C1,C,551,18,1
486728095,G110010092011C1,C,552,22,1
486728094,G110010092011C1,C,553,19,1
486728093,G110010092011C1,C,554,23,1
486728092,G110010092011C1,C,555,20,1
486728091,G110010092011C1,C,556,19,1
486728090,G110010092011C1,C,557,19,1
486728089,G110010092011C1,C,558,19,1
486728088,G110010092011C1,C,559,22,1
486728087,G110010092011C1,C,560,22,1
486728086,G110010092011C1,C,561,21,1
486728085,G110010092011C1,C,562,19,1
486728084,G110010092011C1,C,563,19,1
486728083,G110010092011C1,C,564,19,1
486728082,G110010092011C1,C,565,19,1
486728081,G110010092011C1,C,566,20,1
486728080,G110010092011C1,C,567,18,1
486728079,G110010092011C1,C,568,20,1
486728078,G110010092011C1,C,569,22,1
486728077,G110010092011C1,C,570,18,1
486728076,G110010092011C1,C,571,22,1
486728075,G110010092011C1,C,572,18,1
486728074,G110010092011C1,C,573,19,1
486728073,G110010092011C1,C,574,19,1
486728072,G110010092011C1,C,575,22,1
486728071,G110010092011C1,C,576,21,1
486728070,G110010092011C1,C,577,20,1
486728069,G110010092011C1,C,578,22,1
486728068,G110010092011C1,C,579,19,1
486727373,G110010095013C1,C,1,23,2
486727431,G110010095013C1,C,2,23,2
486728014,G110010095013C1,C,3,21,2
486728013,G110010095013C1,C,4,19,2
486728012,G110010095013C1,C,5,21,2
486728011,G110010095013C1,C,6,19,2
486728010,G110010095013C1,C,7,19,2
486728009,G110010095013C1,C,8,22,2
486728008,G110010095013C1,C,9,19,2
486728007,G110010095013C1,C,10,19,2
486728006,G110010095013C1,C,11,19,2
486728005,G110010095013C1,C,12,23,2
486728004,G110010095013C1,C,13,19,2
486728003,G110010095013C1,C,14,24,2
486728002,G110010095013C1,C,15,22,2
486728001,G110010095013C1,C,16,18,2
486728000,G110010095013C1,C,17,19,2
486727999,G110010095013C1,C,18,23,2
486727998,G110010095013C1,C,19,18,2
486727997,G110010095013C1,C,20,22,2
486727996,G110010095013C1,C,21,20,2
486727995,G110010095013C1,C,22,18,2
486727994,G110010095013C1,C,23,19,2
486727993,G110010095013C1,C,24,18,2
486727992,G110010095013C1,C,25,24,2
486727991,G110010095013C1,C,26,19,2
486727990,G110010095013C1,C,27,19,2
486727989,G110010095013C1,C,28,19,2
486727988,G110010095013C1,C,29,19,2
486727987,G110010095013C1,C,30,20,2
486727986,G110010095013C1,C,31,22,2
486727985,G110010095013C1,C,32,20,2
486727984,G110010095013C1,C,33,19,2
486727983,G110010095013C1,C,34,21,2
486727982,G110010095013C1,C,35,21,2
486727981,G110010095013C1,C,36,19,2
486727980,G110010095013C1,C,37,21,2
486727979,G110010095013C1,C,38,20,2
486727978,G110010095013C1,C,39,22,2
486727977,G110010095013C1,C,40,19,2
486727976,G110010095013C1,C,41,23,2
486727975,G110010095013C1,C,42,22,2
486727974,G110010095013C1,C,43,21,2
486727973,G110010095013C1,C,44,20,2
486727972,G110010095013C1,C,45,22,2
486727971,G110010095013C1,C,46,19,2
486727970,G110010095013C1,C,47,21,2
486727969,G110010095013C1,C,48,23,2
486727968,G110010095013C1,C,49,19,2
486727967,G110010095013C1,C,50,19,2
486727966,G110010095013C1,C,51,20,2
486727965,G110010095013C1,C,52,19,2
486727964,G110010095013C1,C,53,21,2
486727963,G110010095013C1,C,54,20,2
486727962,G110010095013C1,C,55,23,2
486727961,G110010095013C1,C,56,24,2
486727960,G110010095013C1,C,57,19,2
486727959,G110010095013C1,C,58,24,2
486727958,G110010095013C1,C,59,21,2
486727957,G110010095013C1,C,60,20,2
486727956,G110010095013C1,C,61,19,2
486727955,G110010095013C1,C,62,21,2
486727954,G110010095013C1,C,63,19,2
486727953,G110010095013C1,C,64,19,2
486727952,G110010095013C1,C,65,20,2
486727951,G110010095013C1,C,66,24,2
486727950,G110010095013C1,C,67,18,2
486727949,G110010095013C1,C,68,22,2
486727948,G110010095013C1,C,69,20,2
486727947,G110010095013C1,C,70,19,2
486727946,G110010095013C1,C,71,22,2
486727945,G110010095013C1,C,72,19,2
486727944,G110010095013C1,C,73,19,2
486727943,G110010095013C1,C,74,18,2
486727942,G110010095013C1,C,75,19,2
486727941,G110010095013C1,C,76,20,2
486727940,G110010095013C1,C,77,18,2
486727939,G110010095013C1,C,78,22,2
486727938,G110010095013C1,C,79,18,2
486727937,G110010095013C1,C,80,22,2
486727936,G110010095013C1,C,81,20,2
486727935,G110010095013C1,C,82,24,2
486727934,G110010095013C1,C,83,53,2
486727933,G110010095013C1,C,84,19,2
486727932,G110010095013C1,C,85,20,2
486727931,G110010095013C1,C,86,21,2
486727930,G110010095013C1,C,87,19,2
486727929,G110010095013C1,C,88,19,2
486727928,G110010095013C1,C,89,20,2
486727927,G110010095013C1,C,90,19,2
486727926,G110010095013C1,C,91,19,2
486727925,G110010095013C1,C,92,18,2
486727924,G110010095013C1,C,93,20,2
486727923,G110010095013C1,C,94,19,2
486727922,G110010095013C1,C,95,18,2
486727921,G110010095013C1,C,96,18,2
486727920,G110010095013C1,C,97,19,2
486727919,G110010095013C1,C,98,18,2
486727918,G110010095013C1,C,99,18,2
486727917,G110010095013C1,C,100,19,2
486727916,G110010095013C1,C,101,19,2
486727915,G110010095013C1,C,102,22,2
486727914,G110010095013C1,C,103,22,2
486727913,G110010095013C1,C,104,21,2
486727912,G110010095013C1,C,105,19,2
486727911,G110010095013C1,C,106,18,2
486727910,G110010095013C1,C,107,19,2
486727909,G110010095013C1,C,108,31,2
486727908,G110010095013C1,C,109,19,2
486727907,G110010095013C1,C,110,21,2
486727906,G110010095013C1,C,111,21,2
486727905,G110010095013C1,C,112,18,2
486727904,G110010095013C1,C,113,20,2
486727903,G110010095013C1,C,114,24,2
486727902,G110010095013C1,C,115,20,2
486727901,G110010095013C1,C,116,19,2
486727900,G110010095013C1,C,117,21,2
486727899,G110010095013C1,C,118,18,2
486727898,G110010095013C1,C,119,21,2
486727897,G110010095013C1,C,120,18,2
486727896,G110010095013C1,C,121,22,2
486727895,G110010095013C1,C,122,21,2
486727894,G110010095013C1,C,123,22,2
486727893,G110010095013C1,C,124,20,2
486727892,G110010095013C1,C,125,19,2
486727891,G110010095013C1,C,126,21,2
486727890,G110010095013C1,C,127,19,2
486727889,G110010095013C1,C,128,18,2
486727888,G110010095013C1,C,129,22,2
486727887,G110010095013C1,C,130,21,2
486727886,G110010095013C1,C,131,19,2
486727885,G110010095013C1,C,132,23,2
486727884,G110010095013C1,C,133,24,2
486727883,G110010095013C1,C,134,20,2
486727882,G110010095013C1,C,135,19,2
486727881,G110010095013C1,C,136,21,2
486727880,G110010095013C1,C,137,23,2
486727879,G110010095013C1,C,138,19,2
486727878,G110010095013C1,C,139,18,2
486727877,G110010095013C1,C,140,19,2
486727876,G110010095013C1,C,141,22,2
486727875,G110010095013C1,C,142,19,2
486727874,G110010095013C1,C,143,21,2
486727873,G110010095013C1,C,144,24,2
486727872,G110010095013C1,C,145,22,2
486727871,G110010095013C1,C,146,20,2
486727870,G110010095013C1,C,147,19,2
486727869,G110010095013C1,C,148,23,2
486727868,G110010095013C1,C,149,19,2
486727867,G110010095013C1,C,150,18,2
486727866,G110010095013C1,C,151,19,2
486727865,G110010095013C1,C,152,23,2
486727864,G110010095013C1,C,153,20,2
486727863,G110010095013C1,C,154,19,2
486727862,G110010095013C1,C,155,21,2
486727861,G110010095013C1,C,156,22,2
486727860,G110010095013C1,C,157,19,2
486727859,G110010095013C1,C,158,21,2
486727858,G110010095013C1,C,159,19,2
486727857,G110010095013C1,C,160,18,2
486727856,G110010095013C1,C,161,21,2
486727855,G110010095013C1,C,162,24,2
486727854,G110010095013C1,C,163,19,2
486727853,G110010095013C1,C,164,27,2
486727852,G110010095013C1,C,165,18,2
486727851,G110010095013C1,C,166,18,2
486727850,G110010095013C1,C,167,26,2
486727849,G110010095013C1,C,168,18,2
486727848,G110010095013C1,C,169,19,2
486727847,G110010095013C1,C,170,19,2
486727846,G110010095013C1,C,171,24,2
486727845,G110010095013C1,C,172,18,2
486727844,G110010095013C1,C,173,24,2
486727843,G110010095013C1,C,174,23,2
486727842,G110010095013C1,C,175,19,2
486727841,G110010095013C1,C,176,20,2
486727840,G110010095013C1,C,177,19,2
486727839,G110010095013C1,C,178,18,2
486727838,G110010095013C1,C,179,18,2
486727837,G110010095013C1,C,180,32,2
486727836,G110010095013C1,C,181,21,2
486727835,G110010095013C1,C,182,19,2
486727834,G110010095013C1,C,183,18,2
486727833,G110010095013C1,C,184,21,2
486727832,G110010095013C1,C,185,20,2
486727831,G110010095013C1,C,186,21,2
486727830,G110010095013C1,C,187,19,2
486727829,G110010095013C1,C,188,19,2
486727828,G110010095013C1,C,189,28,2
486727827,G110010095013C1,C,190,19,2
486727826,G110010095013C1,C,191,19,2
486727825,G110010095013C1,C,192,22,2
486727824,G110010095013C1,C,193,19,2
486727823,G110010095013C1,C,194,21,2
486727822,G110010095013C1,C,195,26,2
486727821,G110010095013C1,C,196,22,2
486727820,G110010095013C1,C,197,19,2
486727819,G110010095013C1,C,198,18,2
486727818,G110010095013C1,C,199,24,2
486727817,G110010095013C1,C,200,20,2
486727816,G110010095013C1,C,201,23,2
486727815,G110010095013C1,C,202,23,2
486727814,G110010095013C1,C,203,22,2
486727813,G110010095013C1,C,204,20,2
486727812,G110010095013C1,C,205,19,2
486727811,G110010095013C1,C,206,23,2
486727810,G110010095013C1,C,207,18,2
486727809,G110010095013C1,C,208,18,2
486727808,G110010095013C1,C,209,19,2
486727807,G110010095013C1,C,210,22,2
486727806,G110010095013C1,C,211,19,2
486727805,G110010095013C1,C,212,21,2
486727804,G110010095013C1,C,213,21,2
486727803,G110010095013C1,C,214,22,2
486727802,G110010095013C1,C,215,21,2
486727801,G110010095013C1,C,216,20,2
486727800,G110010095013C1,C,217,18,2
486727799,G110010095013C1,C,218,20,2
486727798,G110010095013C1,C,219,27,2
486727797,G110010095013C1,C,220,22,2
486727796,G110010095013C1,C,221,23,2
486727795,G110010095013C1,C,222,19,2
486727794,G110010095013C1,C,223,19,2
486727793,G110010095013C1,C,224,22,2
486727792,G110010095013C1,C,225,18,2
486727791,G110010095013C1,C,226,18,2
486727790,G110010095013C1,C,227,23,2
486727789,G110010095013C1,C,228,18,2
486727788,G110010095013C1,C,229,21,2
486727787,G110010095013C1,C,230,21,2
486727786,G110010095013C1,C,231,19,2
486727785,G110010095013C1,C,232,19,2
486727784,G110010095013C1,C,233,24,2
486727783,G110010095013C1,C,234,24,2
486727782,G110010095013C1,C,235,24,2
486727781,G110010095013C1,C,236,27,2
486727780,G110010095013C1,C,237,19,2
486727779,G110010095013C1,C,238,18,2
486727778,G110010095013C1,C,239,19,2
486727777,G110010095013C1,C,240,20,2
486727776,G110010095013C1,C,241,27,2
486727775,G110010095013C1,C,242,19,2
486727774,G110010095013C1,C,243,20,2
486727773,G110010095013C1,C,244,19,2
486727772,G110010095013C1,C,245,19,2
486727771,G110010095013C1,C,246,19,2
486727770,G110010095013C1,C,247,19,2
486727769,G110010095013C1,C,248,19,2
486727768,G110010095013C1,C,249,18,2
486727767,G110010095013C1,C,250,21,2
486727766,G110010095013C1,C,251,24,2
486727765,G110010095013C1,C,252,19,2
486727764,G110010095013C1,C,253,19,2
486727763,G110010095013C1,C,254,23,2
486727762,G110010095013C1,C,255,18,2
486727761,G110010095013C1,C,256,24,2
486727760,G110010095013C1,C,257,22,2
486727759,G110010095013C1,C,258,18,2
486727758,G110010095013C1,C,259,18,2
486727757,G110010095013C1,C,260,21,2
486727756,G110010095013C1,C,261,22,2
486727755,G110010095013C1,C,262,18,2
486727754,G110010095013C1,C,263,22,2
486727753,G110010095013C1,C,264,18,2
486727752,G110010095013C1,C,265,20,2
486727751,G110010095013C1,C,266,18,2
486727750,G110010095013C1,C,267,21,2
486727749,G110010095013C1,C,268,23,2
486727748,G110010095013C1,C,269,18,2
486727747,G110010095013C1,C,270,21,2
486727746,G110010095013C1,C,271,18,2
486727745,G110010095013C1,C,272,18,2
486727744,G110010095013C1,C,273,18,2
486727743,G110010095013C1,C,274,18,2
486727742,G110010095013C1,C,275,19,2
486727741,G110010095013C1,C,276,18,2
486727740,G110010095013C1,C,277,19,2
486727739,G110010095013C1,C,278,18,2
486727738,G110010095013C1,C,279,19,2
486727737,G110010095013C1,C,280,25,2
486727736,G110010095013C1,C,281,19,2
486727735,G110010095013C1,C,282,19,2
486727734,G110010095013C1,C,283,19,2
486727733,G110010095013C1,C,284,18,2
486727732,G110010095013C1,C,285,19,2
486727731,G110010095013C1,C,286,21,2
486727730,G110010095013C1,C,287,19,2
486727729,G110010095013C1,C,288,18,2
486727728,G110010095013C1,C,289,18,2
486727727,G110010095013C1,C,290,18,2
486727726,G110010095013C1,C,291,18,2
486727725,G110010095013C1,C,292,19,2
486727724,G110010095013C1,C,293,21,2
486727723,G110010095013C1,C,294,23,2
486727722,G110010095013C1,C,295,19,2
486727721,G110010095013C1,C,296,18,2
486727720,G110010095013C1,C,297,24,2
486727719,G110010095013C1,C,298,20,2
486727718,G110010095013C1,C,299,20,2
486727717,G110010095013C1,C,300,18,2
486727716,G110010095013C1,C,301,20,2
486727715,G110010095013C1,C,302,19,2
486727714,G110010095013C1,C,303,19,2
486727713,G110010095013C1,C,304,22,2
486727712,G110010095013C1,C,305,24,2
486727711,G110010095013C1,C,306,19,2
486727710,G110010095013C1,C,307,18,2
486727709,G110010095013C1,C,308,18,2
486727708,G110010095013C1,C,309,21,2
486727707,G110010095013C1,C,310,24,2
486727706,G110010095013C1,C,311,21,2
486727705,G110010095013C1,C,312,24,2
486727704,G110010095013C1,C,313,21,2
486727703,G110010095013C1,C,314,21,2
486727702,G110010095013C1,C,315,19,2
486727701,G110010095013C1,C,316,24,2
486727700,G110010095013C1,C,317,21,2
486727699,G110010095013C1,C,318,21,2
486727698,G110010095013C1,C,319,19,2
486727697,G110010095013C1,C,320,19,2
486727696,G110010095013C1,C,321,18,2
486727695,G110010095013C1,C,322,20,2
486727694,G110010095013C1,C,323,23,2
486727693,G110010095013C1,C,324,23,2
486727692,G110010095013C1,C,325,19,2
486727691,G110010095013C1,C,326,21,2
486727690,G110010095013C1,C,327,19,2
486727689,G110010095013C1,C,328,19,2
486727688,G110010095013C1,C,329,20,2
486727687,G110010095013C1,C,330,19,2
486727686,G110010095013C1,C,331,19,2
486727685,G110010095013C1,C,332,18,2
486727684,G110010095013C1,C,333,19,2
486727683,G110010095013C1,C,334,21,2
486727682,G110010095013C1,C,335,20,2
486727681,G110010095013C1,C,336,21,2
486727680,G110010095013C1,C,337,19,2
486727679,G110010095013C1,C,338,19,2
486727678,G110010095013C1,C,339,21,2
486727677,G110010095013C1,C,340,18,2
486727676,G110010095013C1,C,341,20,2
486727675,G110010095013C1,C,342,19,2
486727674,G110010095013C1,C,343,21,2
486727673,G110010095013C1,C,344,20,2
486727672,G110010095013C1,C,345,19,2
486727671,G110010095013C1,C,346,19,2
486727670,G110010095013C1,C,347,19,2
486727669,G110010095013C1,C,348,21,2
486727668,G110010095013C1,C,349,21,2
486727667,G110010095013C1,C,350,19,2
486727666,G110010095013C1,C,351,22,2
486727665,G110010095013C1,C,352,18,2
486727664,G110010095013C1,C,353,21,2
486727663,G110010095013C1,C,354,22,2
486727662,G110010095013C1,C,355,24,2
486727661,G110010095013C1,C,356,19,2
486727660,G110010095013C1,C,357,18,2
486727659,G110010095013C1,C,358,19,2
486727658,G110010095013C1,C,359,21,2
486727657,G110010095013C1,C,360,19,2
486727656,G110010095013C1,C,361,18,2
486727655,G110010095013C1,C,362,19,2
486727654,G110010095013C1,C,363,18,2
486727653,G110010095013C1,C,364,22,2
486727652,G110010095013C1,C,365,20,2
486727651,G110010095013C1,C,366,19,2
486727650,G110010095013C1,C,367,24,2
486727649,G110010095013C1,C,368,19,2
486727648,G110010095013C1,C,369,22,2
486727647,G110010095013C1,C,370,19,2
486727646,G110010095013C1,C,371,21,2
486727645,G110010095013C1,C,372,18,2
486727644,G110010095013C1,C,373,20,2
486727643,G110010095013C1,C,374,20,2
486727642,G110010095013C1,C,375,20,2
486727641,G110010095013C1,C,376,19,2
486727640,G110010095013C1,C,377,19,2
486727639,G110010095013C1,C,378,18,2
486727638,G110010095013C1,C,379,19,2
486727637,G110010095013C1,C,380,18,2
486727636,G110010095013C1,C,381,18,2
486727635,G110010095013C1,C,382,18,2
486727634,G110010095013C1,C,383,21,2
486727633,G110010095013C1,C,384,22,2
486727632,G110010095013C1,C,385,19,2
486727631,G110010095013C1,C,386,23,2
486727630,G110010095013C1,C,387,19,2
486727629,G110010095013C1,C,388,57,2
486727628,G110010095013C1,C,389,21,2
486727627,G110010095013C1,C,390,19,2
486727626,G110010095013C1,C,391,19,2
486727625,G110010095013C1,C,392,20,2
486727624,G110010095013C1,C,393,19,2
486727623,G110010095013C1,C,394,18,2
486727622,G110010095013C1,C,395,18,2
486727621,G110010095013C1,C,396,22,2
486727620,G110010095013C1,C,397,18,2
486727619,G110010095013C1,C,398,19,2
486727618,G110010095013C1,C,399,18,2
486727617,G110010095013C1,C,400,18,2
486727616,G110010095013C1,C,401,24,2
486727615,G110010095013C1,C,402,22,2
486727614,G110010095013C1,C,403,19,2
486727613,G110010095013C1,C,404,19,2
486727612,G110010095013C1,C,405,19,2
486727611,G110010095013C1,C,406,19,2
486727610,G110010095013C1,C,407,18,2
486727609,G110010095013C1,C,408,19,2
486727608,G110010095013C1,C,409,18,2
486727607,G110010095013C1,C,410,24,2
486727606,G110010095013C1,C,411,19,2
486727605,G110010095013C1,C,412,19,2
486727604,G110010095013C1,C,413,23,2
486727603,G110010095013C1,C,414,20,2
486727602,G110010095013C1,C,415,20,2
486727601,G110010095013C1,C,416,18,2
486727600,G110010095013C1,C,417,20,2
486727599,G110010095013C1,C,418,18,2
486727598,G110010095013C1,C,419,19,2
486727597,G110010095013C1,C,420,20,2
486727596,G110010095013C1,C,421,19,2
486727595,G110010095013C1,C,422,19,2
486727594,G110010095013C1,C,423,19,2
486727593,G110010095013C1,C,424,19,2
486727592,G110010095013C1,C,425,19,2
486727591,G110010095013C1,C,426,21,2
486727590,G110010095013C1,C,427,23,2
486727589,G110010095013C1,C,428,20,2
486727588,G110010095013C1,C,429,19,2
486727587,G110010095013C1,C,430,19,2
486727586,G110010095013C1,C,431,20,2
486727585,G110010095013C1,C,432,20,2
486727584,G110010095013C1,C,433,18,2
486727583,G110010095013C1,C,434,22,2
486727582,G110010095013C1,C,435,24,2
486727581,G110010095013C1,C,436,20,2
486727580,G110010095013C1,C,437,24,2
486727579,G110010095013C1,C,438,19,2
486727578,G110010095013C1,C,439,18,2
486727577,G110010095013C1,C,440,22,2
486727576,G110010095013C1,C,441,18,2
486727575,G110010095013C1,C,442,23,2
486727574,G110010095013C1,C,443,19,2
486727573,G110010095013C1,C,444,19,2
486727572,G110010095013C1,C,445,18,2
486727571,G110010095013C1,C,446,19,2
486727570,G110010095013C1,C,447,19,2
486727569,G110010095013C1,C,448,24,2
486727568,G110010095013C1,C,449,19,2
486727567,G110010095013C1,C,450,19,2
486727566,G110010095013C1,C,451,19,2
486727565,G110010095013C1,C,452,23,2
486727564,G110010095013C1,C,453,20,2
486727563,G110010095013C1,C,454,21,2
486727562,G110010095013C1,C,455,18,2
486727561,G110010095013C1,C,456,18,2
486727560,G110010095013C1,C,457,18,2
486727559,G110010095013C1,C,458,21,2
486727558,G110010095013C1,C,459,19,2
486727557,G110010095013C1,C,460,23,2
486727556,G110010095013C1,C,461,19,2
486727555,G110010095013C1,C,462,23,2
486727554,G110010095013C1,C,463,22,2
486727553,G110010095013C1,C,464,18,2
486727552,G110010095013C1,C,465,18,2
486727551,G110010095013C1,C,466,18,2
486727550,G110010095013C1,C,467,19,2
486727549,G110010095013C1,C,468,21,2
486727548,G110010095013C1,C,469,29,2
486727547,G110010095013C1,C,470,21,2
486727546,G110010095013C1,C,471,19,2
486727545,G110010095013C1,C,472,18,2
486727544,G110010095013C1,C,473,20,2
486727543,G110010095013C1,C,474,22,2
486727542,G110010095013C1,C,475,18,2
486727541,G110010095013C1,C,476,19,2
486727540,G110010095013C1,C,477,18,2
486727539,G110010095013C1,C,478,19,2
486727538,G110010095013C1,C,479,18,2
486727537,G110010095013C1,C,480,20,2
486727536,G110010095013C1,C,481,18,2
486727535,G110010095013C1,C,482,20,2
486727534,G110010095013C1,C,483,18,2
486727533,G110010095013C1,C,484,23,2
486727532,G110010095013C1,C,485,18,2
486727531,G110010095013C1,C,486,23,2
486727530,G110010095013C1,C,487,19,2
486727529,G110010095013C1,C,488,23,2
486727528,G110010095013C1,C,489,24,2
486727527,G110010095013C1,C,490,23,2
486727526,G110010095013C1,C,491,19,2
486727525,G110010095013C1,C,492,20,2
486727524,G110010095013C1,C,493,18,2
486727523,G110010095013C1,C,494,20,2
486727522,G110010095013C1,C,495,19,2
486727521,G110010095013C1,C,496,20,2
486727520,G110010095013C1,C,497,21,2
486727519,G110010095013C1,C,498,23,2
486727518,G110010095013C1,C,499,18,2
486727517,G110010095013C1,C,500,20,2
486727516,G110010095013C1,C,501,18,2
486727515,G110010095013C1,C,502,22,2
486727514,G110010095013C1,C,503,22,2
486727513,G110010095013C1,C,504,19,2
486727512,G110010095013C1,C,505,19,2
486727511,G110010095013C1,C,506,19,2
486727510,G110010095013C1,C,507,22,2
486727509,G110010095013C1,C,508,19,2
486727508,G110010095013C1,C,509,23,2
486727507,G110010095013C1,C,510,21,2
486727506,G110010095013C1,C,511,19,2
486727505,G110010095013C1,C,512,19,2
486727504,G110010095013C1,C,513,22,2
486727503,G110010095013C1,C,514,19,2
486727502,G110010095013C1,C,515,19,2
486727501,G110010095013C1,C,516,21,2
486727500,G110010095013C1,C,517,20,2
486727499,G110010095013C1,C,518,19,2
486727498,G110010095013C1,C,519,19,2
486727497,G110010095013C1,C,520,19,2
486727496,G110010095013C1,C,521,21,2
486727495,G110010095013C1,C,522,18,2
486727494,G110010095013C1,C,523,18,2
486727493,G110010095013C1,C,524,20,2
486727492,G110010095013C1,C,525,19,2
486727491,G110010095013C1,C,526,18,2
486727490,G110010095013C1,C,527,22,2
486727489,G110010095013C1,C,528,22,2
486727488,G110010095013C1,C,529,18,2
486727487,G110010095013C1,C,530,19,2
486727486,G110010095013C1,C,531,19,2
486727485,G110010095013C1,C,532,19,2
486727484,G110010095013C1,C,533,18,2
486727483,G110010095013C1,C,534,20,2
486727482,G110010095013C1,C,535,18,2
486727481,G110010095013C1,C,536,21,2
486727480,G110010095013C1,C,537,21,2
486727479,G110010095013C1,C,538,24,2
486727478,G110010095013C1,C,539,19,2
486727477,G110010095013C1,C,540,20,2
486727476,G110010095013C1,C,541,21,2
486727475,G110010095013C1,C,542,18,2
486727474,G110010095013C1,C,543,21,2
486727473,G110010095013C1,C,544,20,2
486727472,G110010095013C1,C,545,22,2
486727471,G110010095013C1,C,546,19,2
486727470,G110010095013C1,C,547,23,2
486727469,G110010095013C1,C,548,21,2
486727468,G110010095013C1,C,549,18,2
486727467,G110010095013C1,C,550,19,2
486727466,G110010095013C1,C,551,19,2
486727465,G110010095013C1,C,552,21,2
486727464,G110010095013C1,C,553,20,2
486727463,G110010095013C1,C,554,23,2
486727462,G110010095013C1,C,555,19,2
486727461,G110010095013C1,C,556,19,2
486727460,G110010095013C1,C,557,22,2
486727459,G110010095013C1,C,558,18,2
486727458,G110010095013C1,C,559,22,2
486727457,G110010095013C1,C,560,20,2
486727456,G110010095013C1,C,561,19,2
486727455,G110010095013C1,C,562,21,2
486727454,G110010095013C1,C,563,19,2
486727453,G110010095013C1,C,564,19,2
486727452,G110010095013C1,C,565,19,2
486727451,G110010095013C1,C,566,18,2
486727450,G110010095013C1,C,567,20,2
486727449,G110010095013C1,C,568,19,2
486727448,G110010095013C1,C,569,20,2
486727447,G110010095013C1,C,570,19,2
486727446,G110010095013C1,C,571,21,2
486727445,G110010095013C1,C,572,18,2
486727444,G110010095013C1,C,573,23,2
486727443,G110010095013C1,C,574,19,2
486727442,G110010095013C1,C,575,19,2
486727441,G110010095013C1,C,576,20,2
486727440,G110010095013C1,C,577,19,2
486727439,G110010095013C1,C,578,22,2
486727438,G110010095013C1,C,579,18,2
486727437,G110010095013C1,C,580,18,2
486727436,G110010095013C1,C,581,19,2
486727435,G110010095013C1,C,582,18,2
486727434,G110010095013C1,C,583,20,2
486727433,G110010095013C1,C,584,23,2
486727432,G110010095013C1,C,585,18,2
486726215,G110010095013C1,C,586,23,1
486726216,G110010095013C1,C,587,21,1
486726217,G110010095013C1,C,588,19,1
486726218,G110010095013C1,C,589,19,1
486726219,G110010095013C1,C,590,23,1
486726220,G110010095013C1,C,591,18,1
486726221,G110010095013C1,C,592,19,1
486726222,G110010095013C1,C,593,19,1
486726223,G110010095013C1,C,594,23,1
486726224,G110010095013C1,C,595,19,1
486726225,G110010095013C1,C,596,19,1
486726226,G110010095013C1,C,597,19,1
486726227,G110010095013C1,C,598,20,1
486726228,G110010095013C1,C,599,18,1
486726229,G110010095013C1,C,600,22,1
486726230,G110010095013C1,C,601,22,1
486726231,G110010095013C1,C,602,19,1
486726232,G110010095013C1,C,603,24,1
486726233,G110010095013C1,C,604,27,1
486726234,G110010095013C1,C,605,22,1
486726235,G110010095013C1,C,606,19,1
486726236,G110010095013C1,C,607,21,1
486726237,G110010095013C1,C,608,21,1
486726238,G110010095013C1,C,609,21,1
486726239,G110010095013C1,C,610,19,1
486726240,G110010095013C1,C,611,22,1
486726241,G110010095013C1,C,612,18,1
486726242,G110010095013C1,C,613,24,1
486726243,G110010095013C1,C,614,22,1
486726244,G110010095013C1,C,615,19,1
486726245,G110010095013C1,C,616,18,1
486726246,G110010095013C1,C,617,20,1
486726247,G110010095013C1,C,618,64,1
486726248,G110010095013C1,C,619,36,1
486726249,G110010095013C1,C,620,21,1
486726250,G110010095013C1,C,621,21,1
486726251,G110010095013C1,C,622,24,1
486726252,G110010095013C1,C,623,19,1
486726253,G110010095013C1,C,624,18,1
486726254,G110010095013C1,C,625,18,1
486726255,G110010095013C1,C,626,19,1
486726256,G110010095013C1,C,627,19,1
486726257,G110010095013C1,C,628,19,1
486726258,G110010095013C1,C,629,20,1
486726259,G110010095013C1,C,630,22,1
486726260,G110010095013C1,C,631,22,1
486726261,G110010095013C1,C,632,23,1
486726262,G110010095013C1,C,633,24,1
486726263,G110010095013C1,C,634,18,1
486726264,G110010095013C1,C,635,20,1
486726265,G110010095013C1,C,636,19,1
486726266,G110010095013C1,C,637,27,1
486726267,G110010095013C1,C,638,20,1
486726268,G110010095013C1,C,639,20,1
486726269,G110010095013C1,C,640,18,1
486726270,G110010095013C1,C,641,20,1
486726271,G110010095013C1,C,642,26,1
486726272,G110010095013C1,C,643,18,1
486726273,G110010095013C1,C,644,18,1
486726274,G110010095013C1,C,645,19,1
486726275,G110010095013C1,C,646,18,1
486726276,G110010095013C1,C,647,21,1
486726277,G110010095013C1,C,648,19,1
486726278,G110010095013C1,C,649,22,1
486726279,G110010095013C1,C,650,22,1
486726280,G110010095013C1,C,651,24,1
486726281,G110010095013C1,C,652,19,1
486726282,G110010095013C1,C,653,26,1
486726283,G110010095013C1,C,654,19,1
